لجان القيد,,قلم الأقتراع,عدد المقترعين,عدد الأوراق الباطلة,عدد الأوراق البيضاء,العدد المعول عليه مع الأوراق البيضاء,(1) الشراكة والارادة,,,,,,,,,(2) صوتك ثورة,,,,,,,,(3) لائحة الجبل,,,,,,,,(4) قادرين,,,,,(5) توحدنا للتغيير,,,,,,,,(6) سيادة وطن,,,,,,,(7) الجبل ينتفض,,,,
,,,,,,,فادي فارس المعلوف,ايلي مخايل قرداحي,حبوبه يوسف عون,سعد الدين وسيم الخطيب,بلال احمد عبد الله,مروان محمد حماده,جورج جميل عدوان,تيمور وليد جنبلاط,مجموع الأصوات,معضاد حسن ابو علي,ميشال خليل ابو سليمان,جمال انطوان مرهج,جهاد نبيل ذبيان,كابي الياس القزي,سمير حسن عاكوم,محمد سامي الحجار,مجموع الأصوات,انطوان بشاره عبود,اسامه محمد المعوش,احمد حلمي نجم الدين,فريد جورج فيليب البستاني,غسان امال عطا الله,وئام ماهر نجيب وهاب,ناجي نبيه البستاني,مجموع الأصوات,عماد محمد الفران,خالد ابراهيم سعد,ايمن غازي زين الدين,جوزف اسعد طعمه,مجموع الأصوات,شكري يوسف حداد,عماد وفيق سيف الدين,حليمه ابراهيم القعقور,صعود كريم ابو شبل,رانيه عادل غيث,نجاة خطار عون,غاده غازي ماروني عيد,مجموع الأصوات,جورج ادوار سلوان,هشام عزات ذبيان,مأمون احمد المأمون ملك,جويس جوزف مارون,محمد عمار ابراهيم الشمعه,دعد ناصيف القزي,مجموع الأصوات,اكرم علي بريش,عبد الله يوسف ابو عبد الله,نبيل خليل مشنتف,زينه شوقي منصور,مجموع الأصوات
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,23,الوردانية - المدرسة الرسمية - غرفة رقم 3,384,18,2,366,0,0,0,1,105,1,0,0,114,0,0,0,0,0,1,0,2,0,1,3,2,0,181,36,225,1,5,1,0,7,0,1,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,24,الوردانية - المدرسة الرسمية - غرفة رقم 4,370,18,3,352,0,0,0,9,183,1,11,1,207,0,0,1,0,0,0,0,1,0,0,1,9,14,51,3,82,0,4,0,0,8,0,1,25,2,1,13,4,46,0,0,0,0,4,0,5,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,25,باتر - المدرسة الرسمية - غرفة رقم 1,255,10,8,245,0,0,1,0,1,10,0,178,196,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,13,0,0,0,0,0,2,4,1,0,7,7,6,27,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,26,باتر - المدرسة الرسمية - غرفة رقم 2,229,2,3,227,0,0,1,0,1,15,5,128,154,0,0,0,0,0,0,0,0,0,0,0,1,3,12,0,16,0,1,2,0,3,0,3,9,1,5,24,4,47,0,0,0,0,0,0,0,1,3,0,0,4
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,27,باتر - المدرسة الرسمية - غرفة رقم 3,281,6,4,275,0,0,2,0,0,6,0,180,192,0,0,0,0,0,0,0,1,0,0,0,0,1,17,0,20,0,1,2,1,4,2,2,12,0,20,14,2,53,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,28,باتر - المدرسة الرسمية - غرفة رقم 4,267,7,7,260,1,0,0,0,0,10,7,159,180,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,12,0,0,3,0,3,1,1,9,0,13,25,4,54,0,1,0,0,0,0,1,0,3,0,0,3
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,29,بعذران - المدرسة الرسمية - غرفة رقم 1,255,10,0,245,0,0,0,1,1,11,1,164,186,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,1,0,1,0,0,3,0,15,17,8,45,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,30,بعذران - المدرسة الرسمية - غرفة رقم 2,211,2,0,209,4,1,0,1,1,5,20,82,118,0,0,0,0,0,0,0,0,0,0,0,14,37,6,0,58,0,0,0,1,2,0,1,2,0,3,19,6,31,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,31,بعذران - المدرسة الرسمية - غرفة رقم 3,314,3,3,311,1,0,2,0,2,9,1,201,224,0,0,1,0,0,0,0,1,0,0,0,0,0,20,0,21,0,0,3,0,3,1,0,8,0,17,26,5,59,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,32,بعذران - المدرسة الرسمية - غرفة رقم 4,244,2,2,242,2,0,0,1,0,1,15,110,135,0,0,0,0,0,0,0,0,0,0,0,15,39,4,3,61,0,2,0,0,2,0,1,3,0,8,21,8,41,0,0,0,0,0,0,0,0,0,0,1,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,33,بقعاتا - الثانوية الرسمية - غرفة رقم 3,115,2,0,113,0,0,2,0,0,78,1,9,93,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,5,6,1,16,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,34,بكيفا - كنيسة مار يوسف - غرفة رقم 1,181,9,1,172,1,0,0,0,0,0,71,0,75,0,5,0,0,0,0,0,7,0,0,0,13,48,3,2,68,0,0,0,0,0,0,0,0,6,0,11,4,21,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,35,بنويتي - صالون الكنيسة في البلدة - غرفة رقم 1,208,2,0,206,1,0,0,0,0,1,39,32,75,0,6,0,0,0,0,0,6,0,0,0,18,16,29,37,100,0,0,0,0,0,0,0,0,0,0,16,8,24,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,36,داريا - المدرسة الرسمية - غرفة رقم 1,372,27,2,345,0,1,0,35,131,10,0,0,179,0,0,0,0,0,1,5,6,0,0,14,11,0,33,1,62,0,2,0,0,2,0,5,15,0,0,0,2,24,0,0,0,0,64,0,64,0,5,0,0,6
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,37,داريا - المدرسة الرسمية - غرفة رقم 2,346,12,5,334,0,1,0,34,83,9,8,0,137,0,0,0,0,2,0,4,7,0,0,25,14,1,28,0,69,0,0,0,1,1,0,3,36,0,0,2,3,45,0,0,0,0,67,0,68,1,1,0,0,2
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,38,داريا - المدرسة الرسمية - غرفة رقم 3,370,6,4,364,0,0,0,21,111,14,3,1,152,0,0,1,0,0,3,9,13,0,0,6,17,0,37,2,63,0,1,0,0,1,0,4,31,0,0,2,0,38,0,0,1,0,82,1,85,0,7,0,0,8
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,39,داريا - المدرسة الرسمية - غرفة رقم 4,373,3,0,370,1,0,0,24,84,9,8,0,129,0,0,0,0,0,0,6,6,0,0,20,11,0,36,0,70,0,1,1,0,2,0,2,34,0,0,6,4,46,0,0,2,0,109,0,112,0,5,0,0,5
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,40,داريا - المدرسة الرسمية - غرفة رقم 5,354,10,5,344,4,0,1,17,98,2,1,0,124,0,0,0,0,0,0,7,7,0,1,23,32,0,25,9,99,0,0,0,0,0,0,4,38,0,0,6,1,51,0,0,0,0,56,1,58,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,41,سبلين - المدرسة الرسمية - غرفة رقم 1,219,5,2,214,0,1,1,16,71,2,10,1,105,0,0,0,0,0,0,1,1,0,1,5,5,3,15,5,36,0,1,0,0,2,0,4,30,0,0,2,3,41,0,0,1,0,26,0,27,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,42,سبلين - المدرسة الرسمية - غرفة رقم 2,282,10,2,272,0,3,0,18,80,2,13,1,122,0,0,0,0,0,0,2,2,0,1,9,5,1,22,5,46,0,0,0,0,0,0,6,48,0,0,1,1,58,0,0,2,0,39,0,41,1,0,0,0,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,43,سرجبال - مركز البلدية - غرفة رقم 1,316,7,0,309,20,1,7,0,0,1,124,14,168,0,9,0,0,2,0,0,11,0,0,0,30,28,14,23,95,1,3,1,3,8,0,0,1,2,0,15,8,27,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,44,سرجبال - مركز البلدية - غرفة رقم 2,345,5,2,340,17,0,10,0,0,0,132,6,168,0,24,0,0,1,0,0,26,0,0,0,38,32,7,17,94,0,0,2,0,2,0,0,2,2,0,34,9,48,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,45,كترمايا - مجمع الرئيس الشهيد رفيق الحريري - غرفة رقم 1,311,19,1,292,1,0,0,24,35,62,2,1,129,0,0,0,0,0,0,3,3,0,2,7,7,0,41,11,71,0,1,0,0,2,0,0,14,0,0,4,0,18,0,0,13,0,54,0,68,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,46,كترمايا - مجمع الرئيس الشهيد رفيق الحريري - غرفة رقم 2,328,24,0,304,0,0,0,24,63,45,0,0,141,0,0,0,0,1,1,1,3,0,0,21,3,1,17,10,52,0,1,0,0,1,0,0,21,0,0,4,3,29,0,0,24,0,52,1,78,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,47,كترمايا - مجمع الرئيس الشهيد رفيق الحريري - غرفة رقم 3,329,4,3,325,1,1,0,36,65,51,2,1,163,0,0,0,0,0,1,0,1,0,0,4,1,1,16,21,43,0,2,0,0,2,0,0,17,1,0,2,3,24,0,0,23,0,64,0,88,0,1,0,0,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,48,كترمايا - مجمع الرئيس الشهيد رفيق الحريري - غرفة رقم 4,365,13,3,352,0,0,0,23,45,48,4,0,125,0,0,0,0,0,1,2,3,0,2,9,2,1,29,9,63,0,2,0,1,3,0,0,20,1,0,3,3,27,0,0,37,0,88,0,127,0,0,1,0,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,49,كترمايا - مجمع الرئيس الشهيد رفيق الحريري - غرفة رقم 5,276,7,4,269,0,2,0,15,49,23,17,1,110,0,0,0,0,0,0,1,1,0,0,4,11,22,29,6,74,0,2,0,0,3,1,0,32,4,1,6,0,44,0,0,9,0,22,1,33,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,50,كترمايا - مجمع الرئيس الشهيد رفيق الحريري - غرفة رقم 6,333,13,4,320,0,0,0,24,33,54,1,0,119,0,0,0,0,0,0,2,3,0,2,12,8,1,38,3,67,0,0,0,0,1,0,0,35,0,0,4,1,41,0,0,17,0,67,0,84,0,1,0,0,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,51,كترمايا - مجمع الرئيس الشهيد رفيق الحريري - غرفة رقم 7,402,13,6,389,0,1,0,37,55,44,1,0,144,0,0,0,0,0,0,1,1,0,0,20,4,2,27,16,73,0,3,0,0,3,0,0,34,0,0,5,3,42,0,0,31,0,86,1,120,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,52,كترمايا - مجمع الرئيس الشهيد رفيق الحريري - غرفة رقم 8,351,14,2,337,0,0,0,36,60,40,2,4,148,0,0,0,0,0,0,3,3,0,0,11,2,0,15,12,41,0,2,0,0,2,0,4,31,2,0,4,3,44,0,0,24,0,71,0,97,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,53,كترمايا - مجمع الرئيس الشهيد رفيق الحريري - غرفة رقم 9,401,17,3,384,1,0,0,21,43,37,9,3,115,0,0,0,0,0,0,5,5,0,2,26,6,0,37,8,80,0,0,1,0,1,0,1,32,0,0,5,5,44,0,0,36,0,97,0,134,0,0,1,0,2
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,54,كترمايا - مجمع الرئيس الشهيد رفيق الحريري - غرفة رقم 10,272,15,6,257,0,1,0,14,43,15,16,0,91,0,0,0,0,0,0,1,1,0,0,7,7,26,20,6,68,0,1,0,0,2,0,0,33,4,1,10,0,49,0,0,8,0,31,0,40,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,55,كفرحي - مبنى دارة البلدة - غرفة رقم 1,95,8,1,87,0,0,0,0,0,2,0,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,22,0,0,0,0,0,0,0,7,0,4,0,4,15,0,0,0,0,0,2,2,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,56,كفرنيس - صالون الكنيسة - غرفة رقم 1,262,9,0,253,4,5,1,1,0,0,125,8,145,0,0,2,1,0,0,0,3,0,0,0,29,25,4,8,68,0,0,1,0,1,1,0,0,4,0,27,1,34,0,0,0,0,0,0,0,0,0,0,2,2
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,57,كفرنيس - صالون الكنيسة - غرفة رقم 2,283,2,1,281,7,3,0,0,1,1,119,6,140,0,0,3,0,0,0,0,3,0,0,0,25,32,1,5,64,0,0,1,0,2,4,0,2,5,0,55,4,70,0,0,0,0,0,0,0,0,0,1,0,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,58,كليليه - مبنى البلدية الجديد في المشرف - غرفة رقم 2,53,1,0,52,0,1,0,0,0,0,26,0,28,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,2,0,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,59,مزرعة الشوف - المدرسة الرسمية - غرفة رقم 1,355,0,2,355,0,0,2,2,4,199,4,25,249,0,1,0,0,0,0,0,2,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,9,0,12,28,8,60,0,4,0,0,0,0,4,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,60,مزرعة الشوف - المدرسة الرسمية - غرفة رقم 2,337,5,6,332,0,0,1,1,2,183,1,20,220,0,0,0,0,0,0,1,1,1,0,0,0,0,25,3,31,0,0,0,0,0,0,0,15,0,20,20,16,71,0,3,0,0,0,0,3,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,61,مزرعة الشوف - المدرسة الرسمية - غرفة رقم 3,210,4,0,206,2,2,1,0,0,2,77,0,84,0,0,0,0,0,0,0,0,0,0,0,18,44,8,3,73,0,0,2,1,3,2,0,4,8,0,24,7,46,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,62,مزرعة الشوف - المدرسة الرسمية - غرفة رقم 4,239,3,5,236,0,0,2,0,0,121,4,22,154,0,0,0,1,0,0,0,2,0,0,0,2,4,26,2,35,0,0,0,0,0,0,0,5,0,8,11,9,35,0,5,0,0,0,0,5,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,63,مزرعة الشوف - المدرسة الرسمية - غرفة رقم 5,388,3,1,385,0,0,4,6,3,220,0,31,278,0,1,0,0,0,0,0,1,0,0,0,1,0,28,0,31,0,0,0,0,0,1,0,9,0,15,30,13,72,0,2,0,0,0,0,2,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,64,مزرعة الشوف - المدرسة الرسمية - غرفة رقم 6,369,3,2,366,0,0,5,1,2,180,3,27,231,0,1,0,1,0,0,0,2,0,0,0,0,0,27,0,28,0,0,2,0,3,2,0,10,0,22,44,18,97,0,2,0,0,0,0,2,0,0,0,0,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,65,مزرعة الشوف - المدرسة الرسمية - غرفة رقم 7,205,0,0,205,1,0,0,0,0,2,59,1,63,0,0,0,0,0,0,0,0,1,0,0,26,42,2,1,73,0,0,2,0,2,2,0,3,10,1,42,8,66,0,0,0,0,0,0,0,0,0,0,1,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,66,مزرعة الشوف - المدرسة الرسمية - غرفة رقم 8,325,7,2,318,0,2,2,0,4,138,13,29,203,0,0,0,3,1,0,0,4,0,0,0,2,5,23,2,35,0,1,0,0,1,1,1,9,0,20,17,13,66,0,7,0,0,0,0,7,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,67,"الإتحاد السويسري، برن - Ferme Sarasin  - غرفة رقم 2",61,0,1,61,0,0,1,0,6,0,4,2,13,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,6,0,1,3,1,6,0,0,12,1,3,13,4,34,0,0,0,0,0,0,0,0,0,0,1,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,68,"2 غرفة رقم -  Novotel Zurich City West Hotel - الإتحاد السويسري، برن",19,0,0,19,0,1,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,4,15,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,69,"6 القلم رقم - Quartierzentrum Wittigkofen - الإتحاد السويسري، برن",15,0,0,15,0,0,1,0,4,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,70,"الجمهورية الإيطالية، روما - السفارة اللبنانية في روما  - غرفة رقم 1",26,0,0,26,0,0,0,0,0,0,9,0,9,0,0,1,0,0,0,0,1,0,0,0,1,5,0,0,7,0,0,0,0,0,0,0,3,1,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,71,"الجمهورية الإيطالية، روما - السفارة اللبنانية في روما  - غرفة رقم 2",4,0,0,4,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,72,"الجمهورية الإيطالية، ميلانو - Centro Anziani Ricordi  - غرفة رقم 2",53,0,0,53,0,1,4,0,0,0,14,1,21,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,1,3,0,6,1,1,11,6,28,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,73,"الجمهورية الهيلانية، اثينا - السفارة اللبنانية في أثينا  - غرفة رقم 2",20,1,0,19,1,0,0,1,2,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,1,0,0,1,0,0,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,74,"الدانمارك، ستوكهولم - CONFERENCE HALL - القلم رقم 1",9,0,0,9,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,75,"المكسيك، مكسيكو - السفارة اللبناينة في المكسيك  - غرفة رقم 2",7,0,0,7,0,0,0,1,0,1,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,76,"المكسيك، مكسيكو - القنصلية اللبنانية الفخرية - غوادالاخارا - القلم رقم 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,77,"المكسيك، مكسيكو - القنصلية اللبنانية الفخرية - ميريدا - القلم رقم 4",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,78,"المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية، لندن - British Community
Centre  - غرفة رقم 1",26,0,0,26,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,3,0,4,10,3,20,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,79,"المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية، لندن - Our Lady of
Lourdes and Saint Vincent de Paul Church Hall  - غرفة رقم 1",92,1,0,91,0,2,1,2,3,1,10,11,31,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,9,0,2,33,4,51,0,1,0,0,2,0,3,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,80,"المملكة المتحدة لبريطانيا العظمة وإيرلندا الشمالية، لندن - القنصلية العامة في لندن  - غرفة رقم 2   ",123,1,0,122,3,1,0,0,1,2,15,12,34,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,8,0,0,2,0,2,0,0,11,1,8,46,3,76,0,0,0,0,1,0,1,1,0,0,0,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,81,"النمسا، فيينا - السفارة اللبنانية في النمسا - القلم رقم 1",6,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,82,"الولايات المتحدة الأميركية، واشنطن - Houston, TX  - غرفة رقم 2",57,0,0,57,2,2,0,0,0,5,13,2,24,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,6,0,0,0,0,0,0,0,6,1,2,11,7,27,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,83,"1 القلم رقم - The Convention Centre Dublin - ايرلندا، لندن",13,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,3,0,0,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,84,"Begegnungsstatte Falckensteinstrabe - جمهورية ألمانيا الإتحادية، برلين
2 غرفة رقم -",46,1,0,45,0,1,0,0,3,1,6,1,12,0,0,0,0,0,0,1,1,0,0,2,0,2,0,2,6,0,1,1,0,2,0,0,4,0,1,16,2,23,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,85,"جمهورية روسيا الإتحادية، موسكو - السفارة اللبنانية في روسيا - القلم رقم 1",11,0,0,11,0,0,0,0,2,3,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,86,"1 القلم رقم - St Raphael Resort Limassol - جمهورية قبرص، نيقوزيا",34,0,0,34,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,1,0,0,5,0,3,9,0,17,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,87,"4 غرفة رقم -  Armenian Community Center - كندا، اوتاوا",167,1,1,166,1,4,0,0,0,5,59,23,97,0,0,1,0,0,0,0,1,0,0,0,1,11,4,1,17,0,1,0,1,2,3,0,10,0,7,15,9,46,0,0,0,0,0,0,0,0,0,1,1,2
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,88,"5 غرفة رقم -  Armenian Community Center - كندا، اوتاوا",76,2,2,74,0,1,0,0,0,1,4,6,12,0,0,0,0,0,0,0,0,0,0,1,1,9,3,0,14,0,1,1,0,2,0,0,18,1,3,13,9,44,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,89,"2 غرفة رقم -  Canadian Druze Center - كندا، اوتاوا",36,0,0,36,0,0,0,0,1,0,1,13,16,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,6,7,0,16,0,0,0,0,2,0,2,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,90,"-  Cedar Event Center (Our Lady of Lebanon Church) - كندا، اوتاوا
2 غرفة رقم",10,0,0,10,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,91,"2 غرفة رقم -  Evergreen Cultural Center - كندا، اوتاوا",20,1,0,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2,4,0,0,6,0,0,0,0,0,0,0,4,0,2,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0
